Practice Number,Practice Name,Dispensing,Physical Address,City or Town,Province,Telephone Number,Longitude,Latitude,Map
1473921,SCHOOMBEE,Yes,"50 Main Street, Villiers",Villiers,Free State,058 8210141,28°35′45.621″E,27°1′35.299″S,View Map
1474642,DU PLESSIS,No,"20 Denyssen Street, Viljoenskroon",Viljoenskroon,Free State,056 3432007,26°56′43.398″E,27°12′37.051″S,View Map
1480111,JACOBS,Yes,"12 Loop Street, Brandfort",Brandfort,Free State,051 8212259,26°27′42.919″E,28°42′0.048″S,View Map
1486748,KEMP,Yes,"43 Harvey Road, Bloemfontein",Bloemfontein,Free State,051 4472536,26°13′28.991″E,29°7′19.937″S,View Map
1488503,OOSTHUIZEN,Yes,"B 50, Van Der Walt Street, Burgersdorp",Burgersdorp,Free State,051 6531862,26°19′48.07″E,30°59′39.248″S,View Map
1490273,MAMADI,Yes,"3274 Lethetsa Street, Kroonstad",Kroonstad,Free State,056 2142779,27°11′56.18″E,27°39′6.93″S,View Map
1490419,BURGER,No,"7 Bridger Street, Hoopstad",Hoopstad,Free State,053 4442481,25°54′34.259″E,27°50′0.951″S,View Map
1496565,BONNET,No,"33 Elias Motsoaledi Street, Langenhovenpark",Bloemfontein,Free State,051 4463263,26°9′30.132″E,29°6′6.12″S,View Map
1496700,VAN DER LINGEN,No,"5 Alleen Street, Frankfort",Frankfort,Free State,058 8132777,28°30′0″E,27°16′20.174″S,View Map
1499831,DELPORT F J & PARTNER,Yes,"23 Kerk Street, Hennenman",Hennenman,Free State,057 5731461,27°1′14.593″E,27°58′24.73″S,View Map
1568329,VAN NIEKERK,Yes,"1319 Walter Avenue, Waverley",Pretoria,Gauteng,012 3323226,28°15′22.96″E,25°42′0″S,View Map
1568590,PILLAY,Yes,"11 Halfway House Centre Cnr, North & Old Pretoria Main Road",Halfway House,Gauteng,011 3150660,28°7′41.786″E,25°59′48.836″S,View Map
1569589,TAMBWE,Yes,"Shop 2 E & T Building Cnr, Francis Baard & Sisulu Street, Pretoria",Pretoria,Gauteng,012 3221608,28°11′43.652″E,25°44′55.446″S,View Map
1570595,STOFFEL,Yes,"4198 Zakhe Road, Vosloorus Ext 2",Vosloorus,Gauteng,011 8638908,28°12′29.16″E,26°21′40.752″S,View Map
1570781,KANA,Yes,"105 Algernon Road, Norwood",Johannesburg,Gauteng,087 8091638,28°4′33.218″E,26°9′31.116″S,View Map
1571656,TABANE,Yes,"Stand 865b Mametlhake Medical, Centre Main Road, Hammanskraal",Hammanskraal,Gauteng,012 7212627,28°17′23.352″E,25°24′23.76″S,View Map
1572083,MOOKADAM,Yes,"Shop 13 H S Ebrahim Centre, 140 Bengal Street, Laudium",Centurion,Gauteng,012 3740539,28°6′29.606″E,25°46′54.391″S,View Map
1574051,LUYT,Yes,"761 Stanza Bopape Street, Arcadia",Pretoria,Gauteng,012 3431995,28°13′4.598″E,25°44′41.359″S,View Map
1575481,MAHLASE,Yes,"11137 Turton Street, Daveyton",Benoni,Gauteng,011 4264034,28°25′32.808″E,26°8′43.548″S,View Map
1576615,LAHER,Yes,"64 Griffith Road, Newclare",Randburg,Gauteng,011 4778002,27°57′56.604″E,26°10′57.469″S,View Map
1576984,NKOSI,Yes,"615 Hospital Road, Skosana Section",Katlehong,Gauteng,010 2320003,28°8′52.13″E,26°19′36.297″S,View Map
1577794,MABELA,Yes,"2526 Chris Hani Road, Tshiawelo Ext 2",Soweto,Gauteng,011 9805237,27°51′24.799″E,26°16′56.99″S,View Map
1578162,BOTHA,Yes,"Golf Park, 1 Cnr Mimosa Drive & Mopani Road, Golf Park",Meyerton,Gauteng,016 3622799,28°1′56.507″E,26°33′16.521″S,View Map
1578510,VARUGHESE,No,"Alrode Medical House Cnr Juyn, Street & Vereeniging Road, Alrode",Alberton,Gauteng,011 8641211,28°8′16.567″E,26°18′0.98″S,View Map
1579444,CLOETE,No,"64 Malcolm Road, Dunnottar",Nigel,Gauteng,011 7342585,28°26′5.64″E,26°20′50.28″S,View Map
1581651,OLATEJU,Yes,"Stand 3638, Mosthidi Road, Mamelodi Ext 3",Pretoria,Gauteng,012 8404605,28°24′41.043″E,25°42′59.335″S,View Map
1583204,BODHANIA,Yes,"6 Hull Street, Florida",Roodepoort,Gauteng,011 6727111,27°54′23.484″E,26°10′25.926″S,View Map
1583387,NENE,Yes,"Esiziba Section, 233 Sam Molele Drive, Tembisa",Tembisa,Gauteng,011 9256298,28°13′17.261″E,26°0′26.066″S,View Map
1584286,HOOSEN,Yes,"Suite 108 Medical Mews, Cnr 5th Street & Rivonia Road, Sandown",Sandton,Gauteng,011 7837320,28°3′21.074″E,26°5′51.58″S,View Map
1586238,AMOS,Yes,"Vilakazi Healthcare Centre, 7006 Vilakazi Street, Orlando West",Soweto,Gauteng,011 7493083,27°54′7.363″E,26°14′17.476″S,View Map
1497642,SWART,Yes,"Cnr Olympia & Mopanie Road, Dal Fouche",Springs,Gauteng,011 8171341,28°24′13.581″E,26°15′11.213″S,View Map
1498126,SALEY,Yes,"13c Beaconsfield Avenue, Vereeniging",Vereeniging,Gauteng,016 4214220,27°55′39.931″E,26°40′32.98″S,View Map
1498630,BULBULIA,Yes,"Room 805 8th Floor Lister, Building 195 Rahima Moosa Street, Johannesburg",Johannesburg,Gauteng,011 3372857,28°2′46.212″E,26°12′2.073″S,View Map
1498649,ISMAIL,Yes,"540-1 Dlamini Street, Emdeni North",Soweto,Gauteng,011 9341049,27°49′11.456″E,26°14′39.091″S,View Map
1500376,RASETSOKE,No,"Room 2 1st Floor Sibanda, Building 18874 Tsamaya Avenue, Mamelodi East",Pretoria,Gauteng,078 5488409,28°22′32.551″E,25°42′47.719″S,View Map
1500600,KHUMALO,Yes,"Sizwe House, 4 Malahla Street, Vosloorus Ext 7",Vosloorus,Gauteng,011 3820412,28°11′29.727″E,26°21′36.908″S,View Map
1502395,RAMPEDI,Yes,"2141 Lebanon Street, Winterveld",Mabopane,Gauteng,012 7021539,28°3′4.16″E,25°29′39.357″S,View Map
1503367,MABASO,Yes,"First Care Medical Centre 9350, Cnr Manetsi & Kaimane Street, Dobsonville Ext 3",Soweto,Gauteng,011 9342554,27°49′32.402″E,26°14′0″S,View Map
1503545,MATLALA,Yes,"2598, Cnr Ekukhanyeni & Loveday Street, Soshanguve Block Gg",Soshanguve,Gauteng,083 3026567,28°3′41.854″E,25°31′29.806″S,View Map
1503901,KWINDA,Yes,"104 Cnr Buitenkant & Lucas, Mangope Drive, Soshanguve Block Gg",Soshanguve,Gauteng,012 7982271,28°5′13.191″E,25°27′36.707″S,View Map
1504665,MARTIN,Yes,"8 Rustenburg Road, Magaliesburg",Magaliesburg,Gauteng,014 5771047,27°32′43.364″E,25°59′58.098″S,View Map
1504703,DE BONT,No,"499 Schurmanns Avenue, Pretoria Gardens",Pretoria,Gauteng,012 3770170,28°9′18.285″E,25°43′28.181″S,View Map
1506706,MOJAKWANA,Yes,"7208 Sithohimela Street, Vosloorus Ext 9",Vosloorus,Gauteng,011 8633800,28°13′20.655″E,26°21′10.23″S,View Map
1507303,WILLEMSE,No,"35 Anstruther Street, Discovery",Roodepoort,Gauteng,011 6745048,27°53′39.984″E,26°9′24.408″S,View Map
1511246,SEMETSI,Yes,"307 B Moriting Section, 42 21st March Street, Tembisa",Tembisa,Gauteng,011 9262347,28°14′27.302″E,25°59′55.896″S,View Map
1511319,TSATSI,Yes,8969 Vergenoeg Street,Atteridgeville,Gauteng, ,28°2′9.24″E,25°47′4.56″S,View Map
1512854,PATEL,Yes,"613 Hospital Road, Skosana Section",Katlehong,Gauteng,011 9090061,28°8′53.074″E,26°19′36.595″S,View Map
1513419,BOTHA,No,"Cosmo City Medical Centre, 82 South Africa Drive, Cosmo City Ext 0",Roodepoort,Gauteng,011 8752061,27°56′3.07″E,26°1′13.761″S,View Map
1514164,GANGAZHE,No,"3 Industry Road, Clayville Industrial",Olifantsfontein,Gauteng,011 3164330,28°14′18.375″E,25°58′22.944″S,View Map
1515543,ADAMS,Yes,"459 Galaxy Street, Eersterus",Pretoria,Gauteng,010 7860136,28°19′9.326″E,25°42′10.389″S,View Map
1518917,NEL,No,"Shop 4 Ann Villa, 21 Lucy Street, Homestead",Germiston,Gauteng,011 8287699,28°11′17.52″E,26°10′36.48″S,View Map
1519263,RAMJEE,Yes,"180 Cnr Prairie & Petunia Street, Rosettenville",Johannesburg South,Gauteng,011 4362685,28°3′19.539″E,26°14′45.426″S,View Map
1520148,AFRICA,Yes,"1458a Melato Street, Naledi",Soweto,Gauteng,011 9343308,27°49′20.614″E,26°15′19.121″S,View Map
1521543,CRAEMER,Yes,"7 Rossini Boulevard, Vanderbijlpark",Vanderbijlpark,Gauteng,016 9823124,27°50′6.373″E,26°43′19.186″S,View Map
1521950,NALUMANGO,Yes,"Bloubosrand Surgery, 1420 Agulhas Road, Bloubosrand",Randburg,Gauteng,011 4623034,27°57′52.611″E,26°1′28.368″S,View Map
1522248,LALARAM-DOORGHA,Yes,"Shop L29 Springs Mall, 19 Jan Smuts Road, Casseldale",Springs,Gauteng,011 3664045,28°27′14.161″E,26°16′30.538″S,View Map
1525034,SHILALUKE,Yes,"3625 Opposite Drieziek Sweets, Supermarket, Orange Farm",Orange Farm,Gauteng,011 8501069,27°50′44.252″E,26°28′21.909″S,View Map
1527215,ZUNGU,Yes,736 Block Ll,Soshanguve,Gauteng,012 7982623,28°6′2.16″E,25°31′21.36″S,View Map
1528157,MUKELABAI-ECHUN,No,"Unit 7 Randburg Surgery, 100 Bordeaux Drive, Randburg",Randburg,Gauteng, ,28°0′33.022″E,26°5′47.267″S,View Map
1529269,JOOSUF,Yes,"Shop 16 Burton Court 8 Cnr, Pretoria & Clarendon Street, Hillbrow",Johannesburg,Gauteng,011 7252281,28°2′40.728″E,26°11′21.867″S,View Map
1532308,BHYAT,Yes,"178 Albertina Sisulu Road, Mayfair",Johannesburg,Gauteng,011 8391522,28°1′9.685″E,26°12′19.35″S,View Map
1534971,HOOSEN,Yes,"471 9th Street, Asiatic Bazaar",Pretoria,Gauteng,012 3232433,28°10′38.821″E,25°44′22.637″S,View Map
1535420,KOEN,No,"243 Burger Street, Pretoria North",Pretoria,Gauteng,012 5468612,28°10′14.191″E,25°40′36.585″S,View Map
1536141,ROOS,No,"1235 Charl Cilliers Street, Mountain View",Pretoria,Gauteng,012 3771226,28°9′30.791″E,25°41′59.274″S,View Map
1536249,MOCHIFEFE,Yes,"Pholong Medical Centre, 16 Block W W, Soshanguve",Soshanguve,Gauteng,012 7914123,28°6′2.235″E,25°34′38.228″S,View Map
1536494,GANGAT,Yes,"125 Barry Hertzog Avenue, Emmarentia",Randburg,Gauteng,011 8375158,28°0′46.342″E,26°9′48.004″S,View Map
1536818,MUWANULA,Yes,"Corner Medical Centre, 386 Francis Baard Street, Pretoria",Pretoria,Gauteng,012 3204975,28°11′50.548″E,25°44′55.004″S,View Map
1538985,SHAIKH,Yes,"26 Sutherland Avenue, Randfontein",Randfontein,Gauteng,011 4122330,27°42′12.08″E,26°10′56.523″S,View Map
1539272,NEL,No,"Business Park, 123 Webber Road, Lambton",Germiston,Gauteng,011 8271091,28°10′44.906″E,26°14′40.133″S,View Map
1540416,FAUL L J & ASSOCIATES MEDICROSS,No,"7 Cnr Nile Drive & The Square, Three Rivers",Vereeniging,Gauteng,010 6016447,27°58′13.464″E,26°39′50.281″S,View Map
1540831,MACINGWANE,Yes,"2082 Moagi Road, Vosloorus",Vosloorus,Gauteng,011 9061032,28°12′23.76″E,26°21′26.424″S,View Map
1541013,KWAN,Yes,"41 Cnr 12th Avenue & 3rd Street, Edenvale",Edenvale,Gauteng,011 4534234,28°9′26.626″E,26°8′39.976″S,View Map
1541021,MILLER,No,"94 Green Avenue, Edleen",Kempton Park,Gauteng,011 9750631,28°12′25.452″E,26°5′50.28″S,View Map
1542125,GANCHI,Yes,"Room 101 1st Floor Ismed, Medical Centre 199 4th Street, Asiatic Bazaar",Pretoria,Gauteng,012 3230048,28°10′29.158″E,25°44′26.624″S,View Map
1542133,ISMAIL,Yes,"Room 101 1st Floor Ismed, Medical Centre 199 4th Street, Asiatic Bazaar",Pretoria,Gauteng,012 3230048,28°10′29.029″E,25°44′26.853″S,View Map
1542435,MANSINGH,Yes,"123 Protea Avenue, Lenasia",Lenasia South,Gauteng,011 8524222,27°50′50.551″E,26°19′28.869″S,View Map
1543024,JURGENS,No,"70 Shannon Road, Noordheuwel",Krugersdorp,Gauteng,011 9541021,27°48′14.868″E,26°5′48.83″S,View Map
1543393,MOOSA,Yes,"121 Cnr Longfellow Street &, Rifle Range Road, Ridgeway",Johannesburg South,Gauteng,011 6804986,27°59′36.117″E,26°15′26.493″S,View Map
1543687,RUBOMBORA,Yes,"Room 1007 10th Floor Lister, Building 195 Rahima Moosa Street, Johannesburg",Johannesburg,Gauteng,011 3367788,28°2′46.212″E,26°12′2.073″S,View Map
1543717,KGANANE,Yes,"943, Soshanguve Block Jj",Soshanguve,Gauteng,082 5687399,28°4′53.549″E,25°27′16.867″S,View Map
1545205,VAN ZYL,Yes,"Shop B2a Renbro Centre, Old Warmbaths Road, Hammanskraal",Hammanskraal,Gauteng,012 7110494,28°17′4.133″E,25°24′12.436″S,View Map
1545809,GOVENDER,Yes,"4452 Old Warmbaths Road, Hammanskraal",Hammanskraal,Gauteng,012 7110988,28°16′56.723″E,25°24′30.398″S,View Map
1545906,ZULU,Yes,"6693 Link Road, Orange Farm Ext 2",Orange Farm,Gauteng,011 8502977,27°51′55.96″E,26°27′27.83″S,View Map
1546708,SEPAMLA,Yes,"6158 Mc Botha Drive, Vosloorus Ext 1",Vosloorus,Gauteng,011 9063710,28°12′2.67″E,26°20′57.826″S,View Map
1551914,KASOLO,Yes,"Kya Rock Centre, Cnr Witkoppen & Riverbend Road, Sandton",Sandton,Gauteng,011 4629255,27°57′46.939″E,26°2′0.307″S,View Map
1552708,LINGOOMIAH,Yes,"1544 Singh Street, Actonville",Benoni,Gauteng,011 4214885,28°17′53.84″E,26°12′44.387″S,View Map
1554255,BEZUIDENHOUT,No,"2nd Floor Hatfield Plaza, 1122 Burnett Street, Hatfield",Pretoria,Gauteng,012 3626947,28°14′9.435″E,25°44′59.114″S,View Map
1554336,THOBEJANE,Yes,"Stand 1240 B Marapyane Complex, Legodi Section",Marapyane,Gauteng,012 7243825,,,
1560417,ADAM,Yes,"Medical Suite 7 Killarney Mall, 60 Riviera Road, Killarney",Johannesburg,Gauteng,011 4860835,28°3′16.379″E,26°9′56.491″S,View Map
1563483,RADEMAN,No,"Vereeniging Mediclinic A5, Hofmeyer Ave",Vereeniging,Gauteng,016 4220170,27°55′39.702″E,26°40′9.18″S,View Map
1564102,MALATJI,Yes,"21 Ntsu Street, Saulsville",Pretoria,Gauteng,012 3756847,28°3′38.803″E,25°46′48.503″S,View Map
1566253,LAHER,Yes,"Shop 21b Kempstar Mall, Pretoria Road, Kempton Park",Kempton Park,Gauteng,011 3949352,28°13′40.411″E,26°6′29.911″S,View Map
1567047,KARIM,Yes,"9b 2nd Street, Springs",Springs,Gauteng,011 8115362,28°26′22.92″E,26°15′0″S,View Map
1567888,NKADIMENG,Yes,"1st Floor Newgate Shopping, Centre Cnr Sauer & Jeppe Street, Johannesburg",Johannesburg,Gauteng,011 8369009,28°2′10.681″E,26°12′6.74″S,View Map
1450182,MAKHUNGA,Yes,734/4 Makhubelo Street,Mofolo North,Gauteng,011 9886245,28°22′10.92″E,25°42′9.72″S,View Map
1451014,VAN ONSELEN,No,115a Hay Street,Turffontein,Gauteng,011 6838263,28°2′15.72″E,26°14′44.16″S,View Map
1451839,ISMAIL A A & VACHIAT I,Yes,"68 1st Avenue, Alexandra",Alexandra,Gauteng,011 7869552,28°5′18.677″E,26°6′31.407″S,View Map
1452215,GAFOOR,Yes,"Unknown, Kempton Park",Kempton Park,Gauteng,082 8078619,28°13′45.376″E,26°5′39.87″S,View Map
1452800,KOOVERJEE,Yes,"56 Hytor Road, Chloorkop",Edenvale,Gauteng,011 9761355,28°10′49.348″E,26°4′0.15″S,View Map
1454269,NAGDEE,Yes,"16 Protea Street, Reigerpark",Boksburg,Gauteng,011 9104939,28°13′50.491″E,26°13′32.714″S,View Map
1454897,MATTELAER,No,"15b Cnr Brits Road & Graffenheim, Street, Ninapark",Akasia,Gauteng,012 5426189,28°8′56.306″E,25°40′40.902″S,View Map
1456121,COETZEE,Yes,"249 Brooks Street, Brooklyn",Pretoria,Gauteng,012 3620651,28°14′33.238″E,25°45′40.355″S,View Map
1456199,HEAD,No,"1st Place Bank City H & H, Medical Centre Cnr Simmonds &, Pritchard Street",Johannesburg,Gauteng,011 8321381,28°2′20.97″E,26°12′10.509″S,View Map
1456350,BABEN,No,"Medipark Pharmacy, 98 Elgin Road",Brichleigh,Gauteng,011 3916274,28°12′25.452″E,26°5′50.28″S,View Map
1456385,SALOOGEE,Yes,"89 Edwards Avenue, Westonaria",Westonaria,Gauteng,011 7532903,27°39′9.228″E,26°19′4.136″S,View Map
1457381,MALATJI,Yes,"1884 Wild Chestnut Street, Protea Glen",Soweto,Gauteng,076 7789000,27°48′50.396″E,26°16′12.032″S,View Map
1460781,MAHOMED,Yes,"Kelvin Village Shopping Centre, Cnr Raymond & Southway Street, Kelvin",Sandton,Gauteng,011 6561232,28°5′25.638″E,26°4′44.322″S,View Map
1461826,SCHUTTE,No,"26 Christoffel Street, Van Riebeeckpark",Kempton Park,Gauteng,011 9724173,28°13′5.982″E,26°4′28.84″S,View Map
1462687,ROUS,Yes,"Room 1020 10th Floor Louis, Pasteur Hospital 374 Francis, Baard Street",Pretoria,Gauteng,012 3221198,28°11′48.076″E,25°44′54.213″S,View Map
1462873,JOYCE,No,"423 Jacqueline Drive, Garsfontein",Pretoria,Gauteng,012 3481182,28°17′24.618″E,25°47′8.85″S,View Map
1463306,TYAMZASHE,Yes,"362 Hlatywayo Street, Orlando East",Soweto,Gauteng,011 9351276,27°55′20.964″E,26°14′20.4″S,View Map
1463462,POOE,Yes,"Old Mutual Building, 2191 Koma Street, Jabulani Ext 2",Soweto,Gauteng,011 9329774,27°51′15.926″E,26°15′16.153″S,View Map
1464019,MAKHUBELA,Yes,"Kae Kapa Kae Shops, 1014-15 Tamane Street, Tladi",Soweto,Gauteng,087 8086166,27°50′23.028″E,26°15′18.801″S,View Map
1464655,LUBBE,No,"30 Shirley Rd, Valhalla, Centurion",0185,Gauteng, ,28°9′28.08″E,25°48′46.08″S,View Map
1464736,KANA,Yes,"Thokoza Sai Medical Centre, 9173 Cnr Nkaki & Mjavane Street, Tokoza",Thokoza,Gauteng, ,28°8′26.016″E,26°20′51.396″S,View Map
1465104,VALIALLAH,Yes,"73 Mare Street, Roodepoort",Roodepoort,Gauteng,011 7631307,27°51′54.288″E,26°9′45.252″S,View Map
1466194,WAJA,Yes,"18 Petrea Street, Lenasia Ext 3",Lenasia,Gauteng,011 8524115,27°50′22.941″E,26°19′37.029″S,View Map
1466577,MOTSHWANE,Yes,"Suite 1 Spruitview Medical &, Dental Cntr Brickfield Road",Spruitview,Gauteng,011 8668078,28°11′9.482″E,26°19′36.302″S,View Map
1467026,BAWA,Yes,"37 Voortrekker Street, Benoni",Benoni,Gauteng,011 4215044,,,
1467700,LAHER,Yes,"39a Mint Road, Fordsburg",Johannesburg,Gauteng,011 8368602,28°1′15.276″E,26°12′18.09″S,View Map
1469231,RUST,No,"8 N J Van Der Merwe Crescent, Sasolburg",Sasolburg,Gauteng,016 9760886,27°49′35.134″E,26°48′40.386″S,View Map
1469746,DESAI,Yes,"Shop 12 Park Square, 11 Eric Louw Street, Vanderbijlpark",Vanderbijlpark,Gauteng,016 9819700,27°50′6.207″E,26°41′47.681″S,View Map
1470671,BOBAT,Yes,"24 Jacobs Street, Chamdor",Krugersdorp,Gauteng,011 7625005,27°47′53.189″E,26°9′30.104″S,View Map
1470728,VAN DER LINDE,No,"22 Heron Street, Mackenzie Park",Benoni,Gauteng,011 4216334,28°19′48″E,26°11′58.2″S,View Map
1471422,RAMJEE,Yes,"Shop 21 Village Square Shopping, Centre 46 Voortrekker Road, New Redruth",Alberton,Gauteng,011 9075412,28°7′18.491″E,26°16′0.576″S,View Map
1471627,BHAMJEE,Yes,"Shop 18 Shoprite Centre, 5 Sirkel Road, Eldoradopark Ext 5",Soweto,Gauteng,011 3423746,27°54′16.425″E,26°17′21.932″S,View Map
1472739,SEKETE,Yes,"Phooko Section Cnr Sontonga Road, & Thubela Street, Katlehong",Katlehong,Gauteng,011 9054503,28°9′42.393″E,26°20′0.925″S,View Map
1472887,CARIM,No,"Shop 20 Laudium Plaza Cnr 6th, Avenue & Tangerine Street, Laudium",Centurion,Gauteng,012 3742011,28°6′23.184″E,25°47′16.86″S,View Map
1473301,TENZER,Yes,"Faraday Medical & Dental Centre, 207 Eloff Street, Wemmer",Johannesburg,Gauteng,011 4933333,28°2′36.519″E,26°12′45.48″S,View Map
1474413,NTIMANE,Yes,"17 Montoeli Street, Diepkloof Zone 4",Diepkloof,Gauteng,087 8066096,27°57′5.51″E,26°14′28.289″S,View Map
1475177,SURTEE,Yes,"808 Dajee Street, Actonville Ext 3",Benoni,Gauteng,011 4211267,28°18′2.52″E,26°12′44.28″S,View Map
1478974,MOTLANTHE,Yes,"9165 Cnr Kagiso & Zola Avenue, Kagiso",Krugersdorp,Gauteng,011 4103883,27°47′12.617″E,26°9′7.725″S,View Map
1479547,PEER,Yes,"Takolia Centre, 3495 Klipspruit Valley Road, Kliptown",Soweto,Gauteng,011 9337860,27°53′28.257″E,26°16′34.081″S,View Map
1480731,TICKLEY,Yes,"16 Senator Marks Avenue, Vereeniging",Vereeniging,Gauteng,016 4224152,27°55′49.195″E,26°40′38.945″S,View Map
1481193,SULEMAN,No,"15 Derrick Avenue, Cyrildene",Johannesburg,Gauteng,011 6166548,28°5′57.522″E,26°10′42.892″S,View Map
1481266,SEEDAT,Yes,"28c Rose Avenue, Lenasia",Lenasia South,Gauteng,011 8521123,27°49′38.496″E,26°19′12.108″S,View Map
1482459,SEEDAT,Yes,"38 Lake Avenue, Benoni",Benoni,Gauteng,011 4210953,28°19′20.742″E,26°11′26.66″S,View Map
1483358,ASMAL,Yes,"Bobs Centre, 167b Adam Street, Ironside",Vereeniging,Gauteng, ,27°53′38.015″E,26°32′8.235″S,View Map
1484044,DESAI,Yes,"Stand 23207, Lerothodi Street, Sebokeng Zone 13",Sebokeng,Gauteng,016 5943108,27°50′12.826″E,26°34′40.865″S,View Map
1484400,PATEL,Yes,"Suite 1 Savoy Medical & Dental, Centre 580 Louis Botha Avenue, Savoy Est",Johannesburg,Gauteng,011 7860972,28°5′10.05″E,26°7′49.343″S,View Map
1484419,MOSALA,Yes,"Office 85 Afrisport Centre, Thuluza Street, Temba",Temba,Gauteng,012 7178735,28°15′56.035″E,25°23′36.301″S,View Map
1484796,VAN ZYL,No,"474 Winifred Yell Street, Garsfontein Ext 8",Pretoria,Gauteng,012 3651866,28°17′22.493″E,25°47′23.404″S,View Map
